berry,observation_date,main_tree_type,forest_development_class,x,y,year,month,day,week_number
bilberry,07/07/2018,pine,old,410000,7040000,2018,7,7,27
bilberry,16/07/2018,spruce,old,350000,7070000,2018,7,16,29
bilberry,17/07/2018,spruce,plantation,420000,7300000,2018,7,17,29
bilberry,19/07/2018,spruce,old,440000,7370000,2018,7,19,29
bilberry,20/07/2018,pine,plantation,350000,7060000,2018,7,20,29
bilberry,16/07/2018,pine,old,320000,7030000,2018,7,16,29
bilberry,20/07/2018,spruce,old,480000,7030000,2018,7,20,29
bilberry,21/07/2018,pine,plantation,240000,6720000,2018,7,21,29
bilberry,23/07/2018,larch,old,280000,6660000,2018,7,23,30
bilberry,23/07/2018,pine,old,610000,7120000,2018,7,23,30
bilberry,22/07/2018,spruce,old,390000,6720000,2018,7,22,29
bilberry,24/07/2018,pine,seedling,380000,6700000,2018,7,24,30
bilberry,23/07/2018,pine,old,390000,6690000,2018,7,23,30
bilberry,06/07/2018,pine,old,430000,6910000,2018,7,6,27
bilberry,04/07/2018,mixed,plantation,450000,7310000,2018,7,4,27
bilberry,11/07/2018,pine,plantation,540000,6770000,2018,7,11,28
bilberry,24/07/2018,spruce,old,440000,7380000,2018,7,24,30
bilberry,25/07/2018,pine,old,460000,6730000,2018,7,25,30
bilberry,28/07/2018,pine,plantation,390000,6740000,2018,7,28,30
bilberry,28/07/2018,pine,plantation,390000,6740000,2018,7,28,30
bilberry,16/07/2018,pine,old,270000,6710000,2018,7,16,29
bilberry,30/07/2018,pine,old,480000,6730000,2018,7,30,31
bilberry,30/07/2018,pine,plantation,510000,6710000,2018,7,30,31
bilberry,27/07/2018,spruce,old,220000,6740000,2018,7,27,30
bilberry,01/08/2018,pine,plantation,470000,6920000,2018,8,1,31
bilberry,25/07/2018,spruce,old,610000,7360000,2018,7,25,30
bilberry,01/08/2018,pine,plantation,570000,7410000,2018,8,1,31
bilberry,26/07/2018,pine,plantation,430000,7400000,2018,7,26,30
bilberry,31/07/2018,spruce,old,460000,7370000,2018,7,31,31
bilberry,30/07/2018,pine,plantation,500000,7350000,2018,7,30,31
bilberry,30/07/2018,spruce,plantation,500000,7360000,2018,7,30,31
bilberry,30/07/2018,spruce,plantation,500000,7350000,2018,7,30,31
bilberry,01/08/2018,pine,plantation,430000,7400000,2018,8,1,31
bilberry,01/08/2018,pine,plantation,430000,7400000,2018,8,1,31
bilberry,01/08/2018,pine,plantation,410000,7450000,2018,8,1,31
bilberry,01/08/2018,pine,plantation,410000,7450000,2018,8,1,31
bilberry,04/08/2018,pine,plantation,440000,6820000,2018,8,4,31
bilberry,29/07/2018,pine,plantation,340000,6800000,2018,7,29,30
bilberry,15/07/2018,spruce,old,420000,6760000,2018,7,15,28
bilberry,15/07/2018,pine,plantation,290000,6930000,2018,7,15,28
bilberry,29/07/2018,pine,plantation,300000,6800000,2018,7,29,30
bilberry,29/07/2018,pine,plantation,290000,6800000,2018,7,29,30
bilberry,30/07/2018,pine,clearing,580000,7260000,2018,7,30,31
bilberry,07/08/2018,mixed,plantation,570000,7240000,2018,8,7,32
bilberry,07/08/2018,mixed,plantation,580000,7240000,2018,8,7,32
bilberry,26/07/2018,pine,plantation,290000,6780000,2018,7,26,30
bilberry,28/07/2018,pine,old,550000,7120000,2018,7,28,30
bilberry,13/07/2018,spruce,plantation,560000,6870000,2018,7,13,28
bilberry,08/08/2018,pine,old,640000,7080000,2018,8,8,32
bilberry,08/08/2018,mixed,old,370000,6660000,2018,8,8,32
bilberry,09/08/2018,pine,plantation,570000,7720000,2018,8,9,32
bilberry,18/07/2018,spruce,plantation,440000,7060000,2018,7,18,29
bilberry,13/08/2018,spruce,old,410000,7570000,2018,8,13,33
bilberry,15/07/2018,pine,plantation,530000,6790000,2018,7,15,28
bilberry,11/07/2018,pine,old,290000,6780000,2018,7,11,28
bilberry,06/08/2018,pine,plantation,560000,7270000,2018,8,6,32
bilberry,13/07/2018,pine,plantation,550000,6980000,2018,7,13,28
bilberry,30/07/2018,spruce,plantation,510000,6840000,2018,7,30,31
bilberry,04/08/2018,pine,old,430000,7030000,2018,8,4,31
bilberry,17/07/2018,pine,plantation,530000,6770000,2018,7,17,29
bilberry,21/08/2018,pine,seedling,540000,7340000,2018,8,21,34
bilberry,19/08/2018,pine,plantation,540000,7340000,2018,8,19,33
bilberry,02/08/2018,softbirch,plantation,570000,7720000,2018,8,2,31
bilberry,26/08/2018,mixed,old,650000,6930000,2018,8,26,34
bilberry,04/08/2018,pine,old,460000,7340000,2018,8,4,31
bilberry,16/08/2018,pine,plantation,220000,6760000,2018,8,16,33
bilberry,26/07/2018,pine,plantation,550000,6750000,2018,7,26,30
bilberry,13/08/2018,pine,plantation,370000,7450000,2018,8,13,33
bilberry,11/08/2018,pine,old,490000,7150000,2018,8,11,32
bilberry,28/07/2018,pine,old,550000,6730000,2018,7,28,30
bilberry,10/08/2018,pine,old,430000,6820000,2018,8,10,32
bilberry,29/07/2018,pine,seedling,560000,7340000,2018,7,29,30
bilberry,17/08/2018,pine,old,570000,7320000,2018,8,17,33
bilberry,04/08/2018,pine,plantation,490000,7130000,2018,8,4,31
bilberry,01/08/2018,pine,plantation,570000,7410000,2018,8,1,31
bilberry,20/07/2018,pine,plantation,350000,7060000,2018,7,20,29
lingonberry,30/07/2018,spruce,old,480000,7030000,2018,7,30,31
lingonberry,01/08/2018,pine,plantation,570000,7410000,2018,8,1,31
lingonberry,06/08/2018,pine,old,410000,7040000,2018,8,6,32
lingonberry,12/08/2018,spruce,plantation,440000,7060000,2018,8,12,32
lingonberry,18/08/2018,spruce,seedling,550000,6990000,2018,8,18,33
lingonberry,22/08/2018,pine,old,460000,6730000,2018,8,22,34
lingonberry,22/08/2018,pine,old,320000,7030000,2018,8,22,34
lingonberry,27/08/2018,pine,old,280000,6660000,2018,8,27,35
lingonberry,27/08/2018,pine,clearing,440000,7370000,2018,8,27,35
lingonberry,30/08/2018,pine,old,430000,6910000,2018,8,30,35
lingonberry,30/08/2018,pine,plantation,560000,6870000,2018,8,30,35
lingonberry,30/08/2018,pine,plantation,570000,6870000,2018,8,30,35
lingonberry,01/09/2018,pine,plantation,290000,6930000,2018,9,1,35
lingonberry,28/08/2018,pine,seedling,500000,7360000,2018,8,28,35
lingonberry,29/08/2018,pine,seedling,500000,7360000,2018,8,29,35
lingonberry,03/09/2018,pine,old,270000,6710000,2018,9,3,36
lingonberry,29/08/2018,pine,old,640000,7080000,2018,8,29,35
lingonberry,06/09/2018,pine,old,600000,7360000,2018,9,6,36
lingonberry,01/09/2018,pine,seedling,560000,7250000,2018,9,1,35
lingonberry,08/09/2018,pine,plantation,350000,7060000,2018,9,8,36
lingonberry,01/09/2018,spruce,plantation,650000,6920000,2018,9,1,35
lingonberry,08/08/2018,spruce,seedling,340000,6800000,2018,8,8,32
lingonberry,31/08/2018,pine,plantation,390000,6740000,2018,8,31,35
lingonberry,30/08/2018,pine,old,490000,7150000,2018,8,30,35
lingonberry,11/09/2018,pine,plantation,290000,6780000,2018,9,11,37
lingonberry,09/09/2018,pine,old,550000,6730000,2018,9,9,36
lingonberry,30/08/2018,spruce,old,430000,6820000,2018,8,30,35
lingonberry,02/09/2018,pine,plantation,390000,6730000,2018,9,2,35
lingonberry,16/09/2018,spruce,old,430000,7030000,2018,9,16,37
lingonberry,07/09/2018,pine,seedling,580000,7260000,2018,9,7,36
lingonberry,08/09/2018,pine,old,640000,7100000,2018,9,8,36
lingonberry,13/09/2018,pine,plantation,410000,7060000,2018,9,13,37
lingonberry,14/08/2018,pine,old,570000,7320000,2018,8,14,33
lingonberry,30/09/2018,pine,plantation,580000,7720000,2018,9,30,39
lingonberry,26/08/2018,spruce,plantation,290000,6790000,2018,8,26,34
lingonberry,22/09/2018,pine,plantation,480000,7150000,2018,9,22,38
lingonberry,29/09/2018,pine,seedling,370000,6740000,2018,9,29,39
lingonberry,03/09/2018,pine,clearing,660000,6970000,2018,9,3,36
lingonberry,08/09/2018,pine,old,540000,6770000,2018,9,8,36
lingonberry,01/08/2018,pine,plantation,570000,7410000,2018,8,1,31
lingonberry,01/09/2018,pine,plantation,290000,6930000,2018,9,1,35
cloudberry,07/07/2018,pine,clearing,410000,7040000,2018,7,7,27
cloudberry,17/07/2018,birch,clearing,420000,7300000,2018,7,17,29
cloudberry,20/07/2018,pine,old,360000,6670000,2018,7,20,29
cloudberry,22/07/2018,open,clearing,550000,7460000,2018,7,22,29
cloudberry,22/07/2018,open,clearing,550000,7450000,2018,7,22,29
cloudberry,11/07/2018,pine,clearing,510000,7330000,2018,7,11,28
cloudberry,11/07/2018,pine,clearing,510000,7330000,2018,7,11,28
cloudberry,23/07/2018,pine,plantation,560000,7270000,2018,7,23,30
cloudberry,23/07/2018,pine,seedling,610000,7120000,2018,7,23,30
cloudberry,07/07/2018,pine,clearing,360000,7050000,2018,7,7,27
cloudberry,16/07/2018,pine,seedling,430000,6920000,2018,7,16,29
cloudberry,27/05/2018,pine,old,400000,7320000,2018,5,27,21
cloudberry,29/07/2018,pine,clearing,440000,7370000,2018,7,29,30
cloudberry,30/07/2018,pine,clearing,480000,7480000,2018,7,30,31
cloudberry,31/07/2018,spruce,plantation,480000,7480000,2018,7,31,31
cloudberry,10/07/2018,pine,clearing,600000,7360000,2018,7,10,28
cloudberry,27/07/2018,swamp,clearing,570000,7720000,2018,7,27,30
cloudberry,18/07/2018,swamp,clearing,440000,7040000,2018,7,18,29
cloudberry,01/08/2018,pine,clearing,570000,7410000,2018,8,1,31
cloudberry,21/07/2018,pine,clearing,620000,7270000,2018,7,21,29
cloudberry,21/07/2018,pine,clearing,590000,7240000,2018,7,21,29
cloudberry,21/07/2018,pine,plantation,600000,7250000,2018,7,21,29
cloudberry,18/07/2018,spruce,clearing,580000,7230000,2018,7,18,29
cloudberry,23/07/2018,pine,plantation,550000,7120000,2018,7,23,30
cloudberry,12/07/2018,swamp,clearing,640000,7080000,2018,7,12,28
cloudberry,26/07/2018,swamp,clearing,570000,7720000,2018,7,26,30
cloudberry,25/07/2018,pine,clearing,580000,7260000,2018,7,25,30
cloudberry,24/07/2018,open,clearing,570000,7270000,2018,7,24,30
cloudberry,30/07/2018,spruce,clearing,550000,7270000,2018,7,30,31
cloudberry,23/07/2018,pine,plantation,380000,7450000,2018,7,23,30
cloudberry,19/07/2018,pine,plantation,560000,7270000,2018,7,19,29
cloudberry,22/07/2018,pine,seedling,570000,7340000,2018,7,22,29
cloudberry,03/08/2018,pine,clearing,580000,7320000,2018,8,3,31
cloudberry,28/06/2018,birch,clearing,470000,7150000,2018,6,28,26
cloudberry,01/08/2018,pine,clearing,570000,7410000,2018,8,1,31
bilberry,12/07/2022,pine,old,340000,6800000,2022,7,12,28
bilberry,13/07/2022,pine,old,270000,6710000,2022,7,13,28
bilberry,15/07/2022,spruce,old,450000,6740000,2022,7,15,28
bilberry,16/07/2022,pine,old,410000,7040000,2022,7,16,28
bilberry,01/09/2022,pine,plantation,430000,7400000,2022,9,1,35
bilberry,18/07/2022,spruce,seedling,620000,7010000,2022,7,18,29
bilberry,18/07/2022,pine,plantation,270000,6980000,2022,7,18,29
bilberry,18/07/2022,pine,plantation,540000,7130000,2022,7,18,29
bilberry,18/07/2022,pine,old,500000,6810000,2022,7,18,29
bilberry,18/07/2022,pine,seedling,650000,7030000,2022,7,18,29
bilberry,19/07/2022,pine,plantation,290000,6930000,2022,7,19,29
bilberry,19/07/2022,pine,old,640000,7080000,2022,7,19,29
bilberry,19/07/2022,pine,plantation,500000,6910000,2022,7,19,29
bilberry,16/07/2022,spruce,old,290000,6790000,2022,7,16,28
bilberry,19/07/2022,spruce,old,250000,7000000,2022,7,19,29
bilberry,19/07/2022,pine,plantation,510000,7240000,2022,7,19,29
bilberry,20/07/2022,spruce,old,490000,6810000,2022,7,20,29
bilberry,21/07/2022,spruce,old,250000,6800000,2022,7,21,29
bilberry,21/07/2022,pine,old,530000,6780000,2022,7,21,29
bilberry,20/07/2022,pine,plantation,430000,6870000,2022,7,20,29
bilberry,22/07/2022,pine,old,310000,7040000,2022,7,22,29
bilberry,22/07/2022,pine,old,480000,6740000,2022,7,22,29
bilberry,23/07/2022,pine,plantation,350000,7060000,2022,7,23,29
bilberry,24/07/2022,pine,seedling,500000,6910000,2022,7,24,29
bilberry,24/07/2022,pine,plantation,430000,7020000,2022,7,24,29
bilberry,24/07/2022,mixed,plantation,600000,7330000,2022,7,24,29
bilberry,24/07/2022,spruce,old,480000,7030000,2022,7,24,29
bilberry,22/07/2022,spruce,plantation,560000,6860000,2022,7,22,29
bilberry,24/07/2022,spruce,old,570000,6760000,2022,7,24,29
bilberry,22/07/2022,spruce,old,390000,6720000,2022,7,22,29
bilberry,23/07/2022,spruce,old,440000,7060000,2022,7,23,29
bilberry,25/07/2022,pine,old,490000,6820000,2022,7,25,30
bilberry,25/07/2022,spruce,plantation,580000,7440000,2022,7,25,30
bilberry,25/07/2022,pine,old,510000,6810000,2022,7,25,30
bilberry,27/07/2022,pine,plantation,490000,7320000,2022,7,27,30
bilberry,11/07/2022,pine,old,400000,6810000,2022,7,11,28
bilberry,25/07/2022,pine,old,440000,6910000,2022,7,25,30
bilberry,28/07/2022,pine,clearing,560000,7340000,2022,7,28,30
bilberry,26/07/2022,spruce,plantation,440000,7370000,2022,7,26,30
bilberry,27/07/2022,spruce,old,320000,7030000,2022,7,27,30
bilberry,29/07/2022,spruce,old,330000,6900000,2022,7,29,30
bilberry,29/07/2022,pine,clearing,490000,7470000,2022,7,29,30
bilberry,28/07/2022,spruce,old,660000,6970000,2022,7,28,30
bilberry,26/07/2022,pine,old,590000,6900000,2022,7,26,30
bilberry,29/07/2022,pine,old,620000,6830000,2022,7,29,30
bilberry,23/07/2022,spruce,plantation,340000,6860000,2022,7,23,29
bilberry,23/07/2022,mixed,old,630000,6840000,2022,7,23,29
bilberry,19/07/2022,pine,old,610000,6840000,2022,7,19,29
bilberry,01/08/2022,birch,plantation,570000,7720000,2022,8,1,31
bilberry,30/07/2022,spruce,old,600000,7050000,2022,7,30,30
bilberry,02/08/2022,larch,old,280000,6660000,2022,8,2,31
bilberry,03/08/2022,pine,plantation,570000,7320000,2022,8,3,31
bilberry,03/08/2022,pine,old,420000,7140000,2022,8,3,31
bilberry,02/08/2022,pine,plantation,550000,7370000,2022,8,2,31
bilberry,05/08/2022,pine,old,420000,6730000,2022,8,5,31
bilberry,26/07/2022,pine,old,450000,6760000,2022,7,26,30
bilberry,03/08/2022,pine,plantation,550000,6980000,2022,8,3,31
bilberry,10/08/2022,pine,plantation,560000,7270000,2022,8,10,32
bilberry,23/07/2022,spruce,old,500000,7330000,2022,7,23,29
bilberry,10/08/2022,spruce,old,560000,6870000,2022,8,10,32
bilberry,14/08/2022,spruce,old,630000,7120000,2022,8,14,32
bilberry,05/08/2022,spruce,old,570000,6870000,2022,8,5,31
bilberry,11/07/2022,pine,old,370000,6740000,2022,7,11,28
bilberry,07/08/2022,spruce,plantation,240000,6930000,2022,8,7,31
bilberry,12/08/2022,spruce,plantation,300000,6890000,2022,8,12,32
bilberry,24/07/2022,pine,old,590000,7190000,2022,7,24,29
bilberry,30/07/2022,spruce,plantation,570000,7240000,2022,7,30,30
bilberry,29/07/2022,spruce,seedling,580000,7260000,2022,7,29,30
bilberry,16/08/2022,spruce,old,380000,7330000,2022,8,16,33
bilberry,30/07/2022,pine,plantation,390000,6750000,2022,7,30,30
bilberry,25/07/2022,spruce,old,310000,6700000,2022,7,25,30
bilberry,19/07/2022,spruce,old,240000,6870000,2022,7,19,29
bilberry,24/07/2022,pine,plantation,650000,7130000,2022,7,24,29
bilberry,13/08/2022,pine,plantation,620000,7100000,2022,8,13,32
bilberry,10/08/2022,pine,clearing,570000,7410000,2022,8,10,32
bilberry,22/07/2022,spruce,seedling,530000,6990000,2022,7,22,29
bilberry,03/08/2022,birch,old,540000,7070000,2022,8,3,31
bilberry,04/08/2022,pine,old,540000,7340000,2022,8,4,31
bilberry,29/08/2022,spruce,plantation,370000,7450000,2022,8,29,35
bilberry,07/08/2022,pine,plantation,270000,6930000,2022,8,7,31
bilberry,21/08/2022,mixed,plantation,490000,7130000,2022,8,21,33
bilberry,24/07/2022,pine,plantation,530000,6790000,2022,7,24,29
bilberry,27/07/2022,spruce,old,520000,7300000,2022,7,27,30
bilberry,18/07/2022,pine,plantation,450000,7210000,2022,7,18,29
lingonberry,01/09/2022,pine,plantation,430000,7400000,2022,9,1,35
lingonberry,04/09/2022,pine,plantation,270000,6980000,2022,9,4,35
lingonberry,13/08/2022,pine,old,490000,7470000,2022,8,13,32
lingonberry,13/08/2022,pine,old,480000,7030000,2022,8,13,32
lingonberry,13/08/2022,pine,old,610000,7040000,2022,8,13,32
lingonberry,14/08/2022,pine,plantation,540000,7130000,2022,8,14,32
lingonberry,14/08/2022,pine,plantation,560000,6860000,2022,8,14,32
lingonberry,01/08/2022,pine,old,590000,7190000,2022,8,1,31
lingonberry,18/08/2022,pine,seedling,650000,7030000,2022,8,18,33
lingonberry,20/08/2022,spruce,plantation,560000,7250000,2022,8,20,33
lingonberry,19/08/2022,pine,seedling,580000,7260000,2022,8,19,33
lingonberry,21/08/2022,pine,old,330000,6900000,2022,8,21,33
lingonberry,21/08/2022,pine,seedling,440000,7370000,2022,8,21,33
lingonberry,23/08/2022,pine,plantation,580000,6910000,2022,8,23,34
lingonberry,18/08/2022,pine,plantation,390000,6750000,2022,8,18,33
lingonberry,23/08/2022,pine,plantation,240000,6930000,2022,8,23,34
lingonberry,20/08/2022,pine,plantation,310000,6690000,2022,8,20,33
lingonberry,18/08/2022,pine,old,530000,6780000,2022,8,18,33
lingonberry,20/08/2022,pine,old,400000,6810000,2022,8,20,33
lingonberry,13/08/2022,pine,old,240000,6870000,2022,8,13,32
lingonberry,25/08/2022,spruce,old,570000,6760000,2022,8,25,34
lingonberry,26/08/2022,spruce,old,280000,6660000,2022,8,26,34
lingonberry,18/08/2022,pine,old,430000,6910000,2022,8,18,33
lingonberry,14/08/2022,pine,old,650000,7130000,2022,8,14,32
lingonberry,26/08/2022,pine,plantation,600000,7330000,2022,8,26,34
lingonberry,14/08/2022,pine,old,480000,6740000,2022,8,14,32
lingonberry,27/08/2022,pine,old,310000,7030000,2022,8,27,34
lingonberry,27/08/2022,pine,seedling,570000,7340000,2022,8,27,34
lingonberry,27/08/2022,spruce,seedling,340000,6800000,2022,8,27,34
lingonberry,07/08/2022,spruce,plantation,580000,7440000,2022,8,7,31
lingonberry,26/08/2022,pine,old,420000,6720000,2022,8,26,34
lingonberry,28/08/2022,spruce,old,250000,7000000,2022,8,28,34
lingonberry,23/08/2022,pine,clearing,570000,7410000,2022,8,23,34
lingonberry,29/08/2022,pine,plantation,620000,7010000,2022,8,29,35
lingonberry,29/08/2022,pine,old,640000,7080000,2022,8,29,35
lingonberry,30/08/2022,pine,old,510000,7230000,2022,8,30,35
lingonberry,30/08/2022,pine,seedling,440000,7060000,2022,8,30,35
lingonberry,25/08/2022,pine,old,490000,7150000,2022,8,25,34
lingonberry,28/08/2022,pine,old,410000,7040000,2022,8,28,34
lingonberry,03/09/2022,pine,old,450000,6760000,2022,9,3,35
lingonberry,03/09/2022,spruce,seedling,490000,6820000,2022,9,3,35
lingonberry,03/09/2022,pine,old,570000,6870000,2022,9,3,35
lingonberry,04/09/2022,pine,plantation,290000,6930000,2022,9,4,35
lingonberry,04/09/2022,pine,plantation,350000,7060000,2022,9,4,35
lingonberry,04/09/2022,pine,old,250000,6800000,2022,9,4,35
lingonberry,04/09/2022,pine,old,510000,6810000,2022,9,4,35
lingonberry,04/09/2022,pine,plantation,340000,6860000,2022,9,4,35
lingonberry,01/09/2022,pine,old,660000,6970000,2022,9,1,35
lingonberry,02/09/2022,pine,old,270000,6710000,2022,9,2,35
lingonberry,04/09/2022,pine,plantation,640000,7120000,2022,9,4,35
lingonberry,26/08/2022,pine,seedling,530000,6990000,2022,8,26,34
lingonberry,26/08/2022,spruce,seedling,540000,7070000,2022,8,26,34
lingonberry,03/09/2022,pine,plantation,500000,6910000,2022,9,3,35
lingonberry,04/09/2022,pine,seedling,490000,6820000,2022,9,4,35
lingonberry,31/08/2022,pine,old,310000,7040000,2022,8,31,35
lingonberry,07/09/2022,mixed,old,630000,6840000,2022,9,7,36
lingonberry,03/09/2022,pine,old,610000,6840000,2022,9,3,35
lingonberry,08/09/2022,pine,plantation,540000,7340000,2022,9,8,36
lingonberry,08/09/2022,spruce,seedling,570000,7240000,2022,9,8,36
